251015.jpg,251015,00140-ESP14-00044.jpg,2,3,元画像なし,ESP14-71987A,slide_780_460_E757JH__動画サムネイル,スライド、バナー、動画サムネイル、【燃油込み】日本航空（JAL）往復直行便利用！スペシャルヨーロッパ４カ国周遊９日間、E757JH、フランス、ドイツ、スイス、リヒテンシュタイン、関東発、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=E757JH&p_hei=10、Z420970,-1,-1,2000-01-01,2100-01-01,mukigen,2,バド制作,1,,,,0,,メディア営業二部 海外営業一課二係,黒田　亮（KURODA RYO）様,b-y.tabata,田端弥生,f.abe,阿部,2015-12-21,,2015-12-18
251016.jpg,251016,00140-EBP15-00002.jpg,2,3,元画像なし,EBP15-49629A.jpg,slide_780_460_E757JH__動画サムネイル,スライド、バナー、動画サムネイル、【燃油込み】日本航空（JAL）往復直行便利用！スペシャルヨーロッパ４カ国周遊９日間、E757JH、フランス、ドイツ、スイス、リヒテンシュタイン、関東発、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=E757JH&p_hei=10、Z420970,-1,-1,2000-01-01,2100-01-01,mukigen,2,バド制作,1,,,,0,,メディア営業二部 海外営業一課二係,黒田　亮（KURODA RYO）様,b-y.tabata,田端弥生,f.abe,阿部,2015-12-21,,2015-12-18
251017.jpg,251017,00140-EBP15-00003.jpg,2,3,元画像なし,EBP15-20748A,slide_780_460_E757JH__EBP15-20748A,スライド、バナー、【燃油込み】日本航空（JAL）往復直行便利用！スペシャルヨーロッパ４カ国周遊９日間、E757JH、フランス、ドイツ、スイス、リヒテンシュタイン、関東発、http://www.hankyu-travel.com/tour/detail_i.php?p_course_id=E757JH&p_hei=10、Z420970,-1,-1,2000-01-01,2100-01-01,mukigen,2,バド制作,1,,,,0,,メディア営業二部 海外営業一課二係,黒田　亮（KURODA RYO）様,b-y.tabata,田端弥生,f.abe,阿部,2015-12-21,,2015-12-18
252823.jpg,252823,00154-webph-00013.jpg,2,2,16244391,BP15-48340.tif,CMS アンコールワット Angkor Wat 2013/12/20撮影,CMS アンコールワット Angkor Wat 2013/12/20撮影、海外、アジア、カンボジア,12,4,2016-01-12,2019-01-12,sannen,2,imasia,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-k.tamura,田村　圭次,2016-01-12,,2016-01-12
252824.jpg,252824,00154-webph-00015.jpg,2,2,12799332,BP15-56965.tif,CMS ハロン湾 Tourist junks at Ha Long Bay， Vietnam2014/02,CMS ハロン湾 Tourist junks at Ha Long Bay， Vietnam2014/02、海外、アジア、ベトナム,2,-1,2016-01-12,2019-01-12,sannen,2,PIXTA,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-k.tamura,田村　圭次,2016-01-12,,2016-01-12
252825.jpg,252825,00154-webph-00016.jpg,2,2,3544770,BP15-56972.tif,CMS プラサットトム 遺跡,CMS プラサットトム 遺跡、海外、アジア、カンボジア,-1,-1,2016-01-12,2019-01-12,sannen,2,photolibrary,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-k.tamura,田村　圭次,2016-01-12,,2016-01-12
252827.jpg,252827,00154-webph-00017.jpg,2,2,13947319,BP15-58033.tif,CMS カンボジア シェムリアップ アンコールワット ベンメリア遺跡2012/09/22撮影,CMS カンボジア シェムリアップ アンコールワット ベンメリア遺跡2012/09/22撮影、海外、アジア、カンボジア,9,-1,2016-01-12,2019-01-12,sannen,2,imasia,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-k.tamura,田村　圭次,2016-01-12,,2016-01-12
252832.jpg,252832,00376-webbn-16417.jpg,2,3,元画像なし,BP08-23096.tif,CMS コアラ,コアラ 海外 オセアニア オーストラリア,-1,-1,2016-01-12,2019-01-12,sannen,2,corbis AUSTRALIA & NEW ZEALAND_RFCD 8,3,0,,,0,,BUD品質管理課,中島,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-12,,2016-01-12
252833.jpg,252833,00376-webbn-16418.jpg,2,3,63300371,BP15-42980.tif,CMS スリーシスターズ ブルーマウンテンズ Three Sisters Australia,スリーシスターズ ブルーマウンテンズ Three Sisters Australia 海外 オセアニア オーストラリア,-1,-1,2016-01-12,2019-01-12,sannen,2,fotolia,3,0,,,0,,30-01BUD,中島,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-12,,2016-01-12
252834.jpg,252834,00376-webbn-16419.jpg,2,3,30402462,BP15-52621.tif,CMS スプリングブルック国立公園 Waterfall in the subtropical rainforest， Springbrook national park， Gold Coast， Australia,スプリングブルック国立公園 Waterfall in the subtropical rainforest， Springbrook national park， Gold Coast， Australia 海外 オセアニア オーストラリア,-1,-1,2016-01-12,2019-01-12,sannen,2,123RF,3,0,,,0,,30-01BUD,山田（早）,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-12,,2016-01-12
252837.jpg,252837,00376-webbn-16420.jpg,2,3,元画像なし,SP15-65673.tif,CMS シドニー・オペラハウス 世界遺産 ハーバーブリッジ Sydney Opera House,シドニー・オペラハウス 世界遺産 ハーバーブリッジ Sydney Opera House 海外 オセアニア オーストラリア,-1,-1,2016-01-12,2018-12-31,shitei,2,オーストラリア政府観光局HP イメージギャラリーより,3,0,,,0,,01-02東京メディア海外 メディア営業3部,小林千晶様,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-12,https://tourism-au.sakura.ne.jp/travel/home/,2016-01-12
252839.jpg,252839,00376-webbn-16421.jpg,2,3,元画像なし,BP07-05560.tif,CMS ゴールドコースト ビーチ,ゴールドコースト ビーチ 海外 オセアニア オーストラリア,-1,-1,2016-01-12,2019-01-12,sannen,2,Image Gap 2 Australia&New Zealand,3,0,,,0,,BUD品質管理課,中島,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-12,,2016-01-12
252845.jpg,252845,00156-webbn-16412.jpg,2,3,16244391,BP15-48340.tif,CMS アンコールワット Angkor Wat 2013/12/20撮影,CMS アンコールワット Angkor Wat 2013/12/20撮影 海外　アジア　カンボジア,-1,-1,2016-01-12,2019-01-12,shitei,2,imasia,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-t.sawada,澤田拓也,2016-01-12,,2016-01-12
252849.jpg,252849,00156-webbn-16414.jpg,2,3,12799332,BP15-56965.tif,CMS ハロン湾 Tourist junks at Ha Long Bay， Vietnam2014/02,CMS ハロン湾 Tourist junks at Ha Long Bay， Vietnam2014/02 海外　アジア　ベトナム,-1,-1,2016-01-12,2019-01-12,shitei,2,PIXTA,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-t.sawada,澤田拓也,2016-01-12,,2016-01-12
252851.jpg,252851,00156-webbn-16415.jpg,2,3,3544770,BP15-56972.tif,CMS プラサットトム 遺跡、海外、アジア、カンボジア,CMS プラサットトム 遺跡、海外、アジア、カンボジア,-1,-1,2016-01-12,2019-01-12,sannen,2,photolibrary,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-t.sawada,澤田拓也,2016-01-12,,2016-01-12
252852.jpg,252852,00156-webbn-16416.jpg,2,3,13947319,BP15-58033.tif,CMS カンボジア シェムリアップ アンコールワット ベンメリア遺跡2012/09/22撮影,CMS カンボジア シェムリアップ アンコールワット ベンメリア遺跡2012/09/22撮影 海外　アジア　カンボジア,-1,-1,2016-01-12,2019-01-12,shitei,2,imasia,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-t.sawada,澤田拓也,2016-01-12,,2016-01-12
252854.jpg,252854,00156-webph-00021.jpg,2,3,元画像なし,EBP07-28941A.eps,CMS アフリカ 象 ゾウ,CMS アフリカ 象 ゾウ 海外,-1,-1,2016-01-12,2019-01-12,sannen,2,corbis DESTINATION AFRICA_RFCD 145,1,,,,0,,BUD品質管理課,中島,b-ya.koutsuka,高塚　祥則,b-k.tamura,田村　圭次,2016-01-13,,2016-01-12
252855.jpg,252855,00156-webph-00022.jpg,2,3,17491543,BP10-23057.tif,CMS 「モシ・オ・トゥニャ/ヴィクトリアの滝」 ビクトリアの滝,CMS 「モシ・オ・トゥニャ/ヴィクトリアの滝」 ビクトリアの滝　海外　アフリカ　ザンビア,-1,-1,2016-01-12,2019-01-12,sannen,2,Fotolia,1,,,,0,,BUD品質管理課,中島,b-ya.koutsuka,高塚　祥則,b-k.tamura,田村　圭次,2016-01-13,,2016-01-12
252856.jpg,252856,00156-webph-00023.jpg,2,3,11186376,BP11-26249.tif,CMS ケープタウン テーブルマウンテン 山 大西洋 海 小型飛行機,CMS、ケープタウン、テーブルマウンテン、山、大西洋、海、小型飛行機、海外、アフリカ、南アフリカ、ケープタウン ,-1,-1,2016-01-12,2019-01-12,sannen,2,Fotolia,1,,,,0,,30-01BUD,中島,b-ya.koutsuka,高塚　祥則,b-k.tamura,田村　圭次,2016-01-13,,2016-01-12
252857.jpg,252857,00377-webbn-16423.jpg,2,3,元画像なし,SP11-29834.tif,CMS オペラハウス 内部 ,オペラハウス 内部 海外 オセアニア オーストラリア ,-1,-1,2016-01-12,2019-01-12,sannen,2,JTA,2,,,,0,,01-07大阪メディア海外,中島様,b-y.kawanishi,川西雄一郎,b-ya.koutsuka,高塚　祥則,2016-01-13,,2016-01-12
253011.jpg,253011,00376-webbn-16460.jpg,2,3,元画像なし,BP09-43021.tif,CMS 「グランド・キャニオン国立公園」 グランドキャニオン,「グランド・キャニオン国立公園」 グランドキャニオン、海外、北米、アメリカ、アリゾナ州,-1,-1,2016-01-13,2019-01-13,sannen,2,ION Images 019 アメリカ＆カナダ,3,0,,,0,,BUD品質管理課,中島,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-13,,2016-01-13
253016.jpg,253016,00376-webbn-16458.jpg,2,3,78214701,BP15-62375.tif,CMS ホースシューベント、ホースシューベンド,ホースシューベント、ホースシューベンド、海外、北米、アメリカ,-1,-1,2016-01-13,2019-01-13,sannen,2,istock,3,0,,,0,,30-01BUD,小原和歌,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-13,,2016-01-13
253017.jpg,253017,00376-webbn-16456.jpg,2,3,15625967,BP15-66239.tif,CMS ブライスキャニオン 朝日 2015/05,ブライスキャニオン 朝日 2015/05、海外、北米、アメリカ,5,1,2016-01-13,2019-01-13,sannen,2,imasia,3,0,,,0,,30-01BUD,吉村萌子,b-k.suzuki,鈴木桂,b-y.kawanishi,川西雄一郎,2016-01-13,,2016-01-13
253021.jpg,253021,00147-webph-00038.jpg,2,2,74122939,BP15-57444.tif,CMS マチュピチュ遺跡,海外、中南米、ペルー、マチュピチュ  マチュピチュ遺跡,-1,-1,2016-01-13,2019-01-13,sannen,2,iStock,1,,,,0,,30-01BUD,,b-m.iwahara,岩原正典,b-ya.koutsuka,高塚　祥則,2016-01-13,,2016-01-13
253022.jpg,253022,00147-webph-00039.jpg,2,2,11216067,BP14-67657.tif,CMS ペルー プーノ ウロス島 チチカカ湖 ティティカカ湖,EBP14-67657A、海外、中南米、ペルー,-1,-1,2016-01-13,2019-01-13,sannen,2,imasia,1,,,,0,,30-01BUD,,b-m.iwahara,岩原正典,b-ya.koutsuka,高塚　祥則,2016-01-13,,2016-01-13
253023.jpg,253023,00147-webph-00040.jpg,2,2,元画像なし,BP08-11947.tif,CMS ナスカとフマナ平原の地上絵 ナスカの地上絵 ハチドリ,海外、中南米、ペルー ナスカとフマナ平原の地上絵 ナスカの地上絵 ハチドリ,-1,-1,2016-01-13,2019-01-13,sannen,2,tombo トンボシリーズ 写真素材　世界遺産3　世界編　（アジア・アフリカ・アメリカ・オセアニア）,1,,,,0,,BUD品質管理課,中島,b-m.iwahara,岩原正典,b-ya.koutsuka,高塚　祥則,2016-01-13,,2016-01-13
253051.jpg,253051,00147-webbn-16478.jpg,2,3,元画像なし,BP09-46783.tif,CMS マチュ・ピチュの歴史保護区 マチュピチュ インカ遺跡,海外　中南米　ペールー　マチュ・ピチュの歴史保護区　マチュピチュ　インカ遺跡,-1,-1,2016-01-14,2019-01-14,sannen,2,gwt231 Civilization Of Peru シビリゼーション・オブ・ペルー,1,,,,0,,BUD品質管理課,中島,b-m.iwahara,岩原正典,b-ya.koutsuka,高塚　祥則,2016-01-14,,2016-01-14
253053.jpg,253053,00154-webbn-16479.jpg,2,3,43368979,BP14-62551.tif,CMS Eiger Moench and Jungfrau famous Swiss mountain peaks スイス アイガー山 ユングフラウ 万年雪,CMS Eiger Moench and Jungfrau famous Swiss mountain peaks スイス アイガー山 ユングフラウ 万年雪、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,fotolia,1,,,,0,,01-02東京メディア海外,,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,,2016-01-14
253054.jpg,253054,00154-webbn-16480.jpg,2,3,1319295,BP15-01178.tif,CMS ゴルナーグラート マッターホルン,CMS ゴルナーグラート マッターホルン、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,photolibrary,1,,,,0,,01-02東京メディア海外,,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,10800,2016-01-14
253055.jpg,253055,00154-webbn-16481.jpg,2,3,42527780,BP15-19581.tif,CMS ランドヴァッサー橋 Landwasserviadukt,CMS ランドヴァッサー橋 Landwasserviadukt、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,iStock,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,,2016-01-14
253056.jpg,253056,00154-webbn-16482.jpg,2,3,30864310,BP15-58229.tif,CMS マッターホルン ゴルナーグラート鉄道 Gornergrat Train and Matterhorn Switzerland,CMS マッターホルン ゴルナーグラート鉄道 Gornergrat Train and Matterhorn Switzerland、ヨーロッパ、スイス、ツェルマット,-1,-1,2016-01-14,2019-01-14,sannen,2,iStock,1,,,,0,,30-01BUD,,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,,2016-01-14
253057.jpg,253057,00154-webbn-16483.jpg,2,3,元画像なし,SP11-57603.tif,CMS ユングフラウ鉄道,CMS ユングフラウ鉄道、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,スイス政府観光局,1,,,,0,,     02-01阪神フレンドツアー東京,木村様,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,,2016-01-14
253058.jpg,253058,00154-webbn-16484.jpg,2,3,元画像なし,SP13-82759.tif,CMS ピッツベルニナ,CMS ピッツベルニナ、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,クオーニ　本田様,1,,,,0,,01-07大阪メディア海外｜2課2係,横山剛士様,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,〒550-0002 大阪府大阪市西区江戸堀1丁目5-16 肥後橋MIDビル5F・6F tel06-6459-3400,2016-01-14
253059.jpg,253059,00154-webbn-16485.jpg,2,3,元画像なし,SP14-04602.tif,CMS サースフェーの村 ,CMS サースフェーの村、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,スイス政府観光局　茅野慎吾様クオーニ　本田様,1,,,,0,,02-01阪神フレンドツアー東京,木村優樹様,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,,2016-01-14
253060.jpg,253060,00154-webbn-16486.jpg,2,3,元画像なし,SP14-70468.tif,CMS ベルニナ線 ,CMS ベルニナ線、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,クオニイグループトラベルエキスパート　北浦様,2,,,,0,,01-07大阪メディア海外｜2課2係,林知樹様,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,大阪市中央区淡路町16-4-1　TEL：06-6531-6941,2016-01-14
253061.jpg,253061,00154-webbn-16487.jpg,2,3,元画像なし,SP15-12344.tif,CMS エギーユ・デュ・ミディ展望台 モンブラン,CMS エギーユ・デュ・ミディ展望台 モンブラン、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,クオニイジャパン(株) 本田高士様,2,,,,0,,02-02阪神フレンドツアー大阪,蔵山佳織様,b-t.sawada,澤田拓也,b-t.taneichi,種市智也,2016-01-14,〒550-0002 大阪府大阪市西区江戸堀1-5-16 肥後橋MIDビル5F TEL：06-6459-3400 FAX：06-6443-3571,2016-01-14
253119.jpg,253119,00143-ALLUP-73564.jpg,2,3,元画像なし,BP15-18915.tif,CMS総合リゾートIR高層ビルホテルマリーナベイサンズMarina Bay Sandsカジノ2013年3月12日撮影,総合リゾート　IR　高層ビル　ホテル　マリーナベイサンズ　Marina Bay Sands　カジノ　2013年3月12日撮影,3,-1,2016-01-14,2019-01-14,sannen,2,imasia,1,,,,0,,東メディア,佐藤勇太様,b-k.aoki,青木　久美子,b-k.aoki,青木　久美子,2016-01-14,,2016-01-14
253120.jpg,253120,00143-ALLUP-73565.jpg,2,3,元画像なし,BP13-49331.tif,CMSシンガポール夜景マリーナベイサンズ,シンガポール夜景　マリーナベイサンズ,-1,-1,2016-01-14,2019-01-14,sannen,2,Fotolia,1,,,,0,,東メディア,佐藤勇太様,b-k.aoki,青木　久美子,b-k.aoki,青木　久美子,2016-01-14,,2016-01-14
253121.jpg,253121,00143-ALLUP-73566.jpg,2,3,元画像なし,HP14-52425.tif,CMSクラークキー,クラークキー,-1,-1,2016-01-14,2019-01-14,sannen,2,お客様撮影,1,,,,0,,東メディア,佐藤勇太様,b-k.aoki,青木　久美子,b-k.aoki,青木　久美子,2016-01-14,,2016-01-14
253124.jpg,253124,00143-ALLUP-73570.jpg,2,3,元画像なし,HP15-05131.tif,CMS植物園2014年2月撮影シンガポール植物園,植物園　2014年2月撮影　シンガポール植物園,2,-1,2016-01-14,2017-02-28,shitei,2,海外旅行2課 小川法子様ご本人撮影,1,,,,0,,東メディア,佐藤勇太様,b-k.aoki,青木　久美子,b-k.aoki,青木　久美子,2016-01-14,,2016-01-14
253128.jpg,253128,00143-ALLUP-73568.jpg,2,3,元画像なし,HP15-22540.tif,CMS シンガポールシーアクアリウム2015/4/21撮影,シンガポール　シーアクアリウム　2015/4/21撮影,-1,-1,2016-01-14,2018-04-18,shitei,2,阪急交通社　佐藤泉様撮影,1,,,,0,,東メディア,佐藤勇太様,b-k.aoki,青木　久美子,b-k.aoki,青木　久美子,2016-01-14,,2016-01-14
253226.jpg,253226,00448-webph-00060.jpg,2,3,10133938,BP14-21940.tif,CMS ザルツブルク ミラベル庭園 2012,ザルツブルク、ミラベル庭園、2012、海外、ヨーロッパ、オーストリア、ザルツブルグ,8,-1,2016-01-14,2019-01-14,sannen,2,PIXTA,1,,,,0,,01-02東京メディア海外,,b-y.shuutou,周東祐士,b-a.nakajima,中島あゆこ,2016-03-14,3000,2016-01-14
253238.jpg,253238,00379-webbn-16493.jpg,2,3,73176619,BP15-65286.tif,CMS ベルニナ特急 Swiss mountain train Bernina Express crossed Alps,CMS ベルニナ特急 Swiss mountain train Bernina Express crossed Alps、ヨーロッパ、スイス,-1,-1,2016-01-14,2019-01-14,sannen,2,istock,1,,,,0,,30-01BUD,,b-t.taneichi,種市智也,b-t.sawada,澤田拓也,2016-01-14,,2016-01-14
253240.jpg,253240,00156-webbn-16495.jpg,2,3,元画像なし,BP15-52843.tif,CMS アンコールワット 日の出 早朝 朝陽 朝日 Angkor Wat sunrise at Siem Reap,アンコールワット 日の出 早朝 朝陽 朝日 Angkor Wat sunrise at Siem Reap 海外　アジア　カンボジア,-1,-1,2016-01-14,2019-01-14,sannen,2,iStock,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-m.iwahara,岩原正典,2016-01-14,,2016-01-14
253241.jpg,253241,00156-webbn-16496.jpg,2,3,元画像なし,BP15-39659.tif,CMS サイゴン大教会 聖マリア大聖堂 女性 アオザイ Woman of ao dai standing in front of the cathedral,サイゴン大教会 聖マリア大聖堂 女性 アオザイ Woman of ao dai standing in front of the cathedral 海外　アジア　ベトナム　ホーチミン,-1,-1,2016-01-14,2019-01-14,sannen,2,fotolia,1,,,,0,,30-01BUD,,b-ya.koutsuka,高塚　祥則,b-m.iwahara,岩原正典,2016-01-14,,2016-01-14
253242.jpg,253242,00156-webbn-16497.jpg,2,3,元画像なし,BP09-66090.tif,CMS ホアンキエム湖 亀の塔 2009年,ホアンキエム湖 亀の塔 2009年 海外　アジア　カンボジア,-1,-1,2016-01-14,2019-01-14,sannen,2,撮影：写真家　秋葉隆男,1,,,,0,,BUD品質管理課,浜中,b-ya.koutsuka,高塚　祥則,b-m.iwahara,岩原正典,2016-01-14,プロカメラマンからの買取写真（著作権：バド・インターナショナル）,2016-01-14
