ファイル名	代替え写真番号	カテゴリ	顧客カテゴリ	イラストカテゴリ	イラスト別版名	イラストTIF名	FM登録日	登録日	使用可能終了日	使用期限なし	 原稿	切り抜き（ky）	国内海外	国名県名	 地名	撮影月	PST	写真キーワード	イラストキーワード	内容	   写真入手元	  レンポジ番号	更新	  要クレジット	初回伝票番号	担当部署	担当氏名	登録依頼者	使用条件項目1	使用条件項目2	他の制作会社への貸出が	使用規定書	使用条件に関する備考	画像生成パターン	     入力者	DS登録可	      その他のコメント	採番済み	加工元ファイル名	加工作業内容	加工画像登録者	使用禁止・削除理由	削除日	削除者	中国語　国・県名	中国語　地名	中国語　内容
SP22-055003.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	徳島県		0		宿泊施設,料理,国内,料理		アオアヲナルトリゾート　フォーシーズン　料理	HPDコーポレーション  大阪セールスオフィス　奥野卓司様				X023827300	高松支店	清水久乃様	岩本倫和	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055004.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	徳島県		0		宿泊施設,料理,国内,料理		アオアヲナルトリゾート　郷土料理バイキング阿波三昧”彩”　料理	HPDコーポレーション  大阪セールスオフィス　奥野卓司様				X023827300	高松支店	清水久乃様	岩本倫和	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055005.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	徳島県		0		宿泊施設,料理,国内,料理		アオアヲナルトリゾート　炭火焼海風　料理	HPDコーポレーション  大阪セールスオフィス　奥野卓司様				X023827300	高松支店	清水久乃様	岩本倫和	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055006.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	徳島県		0		宿泊施設,料理,国内,料理		アオアヲナルトリゾート　鳴門海鮮　料理	HPDコーポレーション  大阪セールスオフィス　奥野卓司様				X023827300	高松支店	清水久乃様	岩本倫和	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055000.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		宿泊施設,国内		ホテル京阪札幌　レストラン	ホテル京阪札幌　中村雄一様				E023769500	札幌支店	小黒都子様	今野弘恵	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055001.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		宿泊施設,料理,国内		ホテル京阪札幌　料理	ホテル京阪札幌　中村雄一様				E023769500	札幌支店	小黒都子様	今野弘恵	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP22-055002.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		宿泊施設,大浴場,国内		ホテル京阪札幌　大浴場	ホテル京阪札幌　中村雄一様				E023769500	札幌支店	小黒都子様	今野弘恵	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり							0				
SP19-081478.jpg								2019-07-11 00:00:00	2025-12-02 00:00:00		写真		国内	北海道	札幌市	0	E	宿泊施設,外観,国内		ホテル京阪札幌　外観	ホテル京阪札幌　中村雄一様				DS個別/【2022年】E023769500	札幌支店　	小黒都子様	WEB杉政佳子/【2022年】今野弘恵	紙WEB共に使用可能	加工と文字掛け可能	できません				寺澤隆介/【2022年】寺澤	あり	2022-12-02期限延長						0				
SP22-054984.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		風景,乗物,春,桜,国内,さくら,サクラ		嵯峨野トロッコ列車　桜	嵯峨野観光鉄道株式会社　総務部営業課　北野暢一様				DS	大阪メディア	国内営業4課　藤本陽子様	WEB岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054985.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		風景,乗物,春,桜,国内,さくら,サクラ		嵯峨野トロッコ列車　桜	嵯峨野観光鉄道株式会社　総務部営業課　北野暢一様				DS	大阪メディア	国内営業4課　藤本陽子様	WEB岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054986.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		風景,乗物,春,桜,国内,さくら,サクラ		嵯峨野トロッコ列車　桜	嵯峨野観光鉄道株式会社　総務部営業課　北野暢一様				DS	大阪メディア	国内営業4課　藤本陽子様	WEB岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054959.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設		慶州コーロンホテル 温泉	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054960.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設		慶州コーロンホテル 温泉	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054961.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設,外観		慶州コーロンホテル 外観	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054962.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設,外観		慶州コーロンホテル 外観	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054963.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設,外観		慶州コーロンホテル 外観	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054964.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設,客室		慶州コーロンホテル 客室	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP22-054965.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	韓国	慶州	0		海外,宿泊施設,客室		慶州コーロンホテル 客室	ソラ旅行企画 　SOLAR TOURS CO.,LTD. 　金翰俊様				DS　	大阪メディア	営業二部　営業三課二係 松井　佑衣様	岡田由実	紙WEB共に使用可能	加工と文字掛け可能	できません				武井尚也	あり											
SP18-063658.jpg								2018-11-16 00:00:00	2025-12-02 00:00:00		写真		海外	ギリシャ	クレタ島	0	E	風景,海外		クレタ島	アンフィトリオンジャパン　大村様				F008891000/【2022年】F023772200	大阪メディア	海外1課2係 濃明詩織様	中出晶子/【2022年】中植美波	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤隆介/【2022年】寺澤	あり	2022-12-02期限延長						0				
SP22-054896.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内			0		料理,国内,料理,まぐろ,鮪		いらぶ大橋海の駅　マグロ丼	いらぶ大橋　海の駅　佐久田重秀様				F023656900	大阪メディア	国内営業1課　平田茉由様	長友梨花	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054901.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	大分県		0		国内		星野リゾート 界 別府 足湯	株式会社　星野リゾート 　マーケティンググループ　界マーケティング 野尻綾乃様				F023656900	大阪メディア	国内営業4課 藤井　紗也佳様	高倉麻衣	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり	※画像キャプションに足湯をいれる										
SP22-054907.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	岩手県		0		国内,料理		大沢温泉山水閣  食事 料理	大沢温泉山水閣  千田一心様				F023656900	大阪メディア	国内営業4課 上杉悠様	高倉麻衣	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054912.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	熊本県		0		国内,料理		ホテルグリーンピア南阿蘇 おおつか牛すき焼き 食事 料理	ホテルグリーンピア南阿蘇 担当者様				F023656900	大阪メディア	国内営業4課 藤井　紗也佳様	高倉麻衣	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-054923.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	東京		0		宿泊施設,外観,国内		リーガロイヤルホテル東京 外観	リーガロイヤルホテル東京 -様				F023656900	大阪メディア	国内営業4課 髙島友紀乃様	藤田優希	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054924.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	東京		0		国内		リーガロイヤルホテル東京 京料理 たん熊北店 内観	リーガロイヤルホテル東京 -様				F023656900	大阪メディア	国内営業4課 髙島友紀乃様	藤田優希	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054925.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	東京		0		宿泊施設,客室,国内		リーガロイヤルホテル東京 客室 ジュニアスイートツイン	リーガロイヤルホテル東京 -様				F023656900	大阪メディア	国内営業4課 髙島友紀乃様	藤田優希	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054926.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	東京		0		宿泊施設,国内		リーガロイヤルホテル東京 フロント	リーガロイヤルホテル東京 -様				F023656900	大阪メディア	国内営業4課 髙島友紀乃様	藤田優希	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054933.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	鹿児島県	徳之島町	0		宿泊施設,客室,国内		ホテルグランドオーシャンリゾート　客室 ツイン	ホテルグランドオーシャンリゾート　公式HPより				F023656900	大阪メディア	国内営業1課　北原聖史様	福岡彩香	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054958.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		乗物,車体,国内		おびうん観光　ジャンボタクシー　車体	おびうん観光　 田中様				F023656900	大阪メディア	国内営業4課　五十嵐慎平様	今野はなみ	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054991.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	熊本県		0		国内,客室		阿蘇の司ビラパークホテル＆スパリゾート 昇龍 客室一例	阿蘇の司ビラパークホテル＆スパリゾート 穴見和幸様				F023656900	大阪メディア	国内営業1課 藤井紗也佳様	福岡彩香	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP22-055040.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	熊本県		0		宿泊施設,料理,国内		鶯宿温泉　森の風鶯宿　食事　料理	㈱ブレーンスタッフ仙台　 関東営業所 明田正様				F023656902	大阪メディア	国内営業4課　藤井紗也佳様	高倉麻衣	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054917.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	熊本県		0		宿泊施設,料理,国内		リゾラテラス天草　食事　料理	藍の村観光株式会社 リゾラテラス天草　営業　馬場英彰様				F023753400	大阪メディア	国内営業4課　藤井紗也佳様	高倉麻衣	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054956.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	奈良県		0		料理,国内		なばなの里　なら和み館　料理	なら和み館　下河原様				F023777200	大阪メディア	国内営業2課　角井諒介様	中出晶子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054957.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	奈良県		0		料理,国内		春日野　旅の福袋大感謝　料理	春日野　中川様				F023777200	大阪メディア	国内営業2課　角井諒介様	中出晶子	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-055061.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	奈良県		0		国内,料理		THE KASHIHARA 明日香古代米定食 	大和リゾート株式会社 山口様				F023777200	大阪メディア	国内営業2課 兼濱　諒様	土井竜一	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
SP17-015879.jpg								2017-05-01 00:00:00	2025-12-02 00:00:00		写真		海外	スウェーデン	ストックホルム	0	E	食べ物,料理,海外		ノーベル賞受賞晩餐ディナー　料理	ミカミトラベル　近藤様			©TUMULARE	A001219000/【2022年】A023660000	東京フレンドツアー	桐間朱梨様	河口ちあき/【2022年】遠藤佑実	紙WEB共に使用可能	加工と文字掛け可能	できます				上西久人/【2022年】寺澤	あり	2022-12-02期限延長						0				
HP18-055620.jpg								2018-10-15 00:00:00	2025-12-02 00:00:00		写真		海外	スウェーデン	ストックホルム	9	E	料理,乗物,海外,ＤＦＤＳシーウェイズ,クルーズ,フェリー,フェリークルーズ,フェリー・クルーズ		DFDSシーウェイズ　シーフード料理　ビュッフェレストラン　2015年09月10日撮影	阪急交通社 福岡メディア 池田泰雅様撮影				Z008606700/【2022年】A023660000	東京フレンドツアー　	桐間朱梨様	web戸田麻利/【2022年】遠藤佑実	紙WEB共に使用可能	加工と文字掛け可能	できます				沢田/【2022年】寺澤	あり	EHP15-60503 の再登録　現在の景観と変化なし。確認済み。/2022-12-02期限延長						0				
SP22-054898.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	スリランカ	キャンディ	0		宿泊施設,祭り,海外		クイーンズホテル　テラス　ペラヘラ祭り　座席	TCI Travel Corporation (India) Ltd. 　アディカリ様				A023495700	東京メディア	3部海外営業1課　齋藤輝様	廣瀬憲佑	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-055053.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	台湾		0		宿泊施設,客室,海外		台北國泰萬怡酒店　コートヤード・バイ・マリオット台北ダウンタウン　客室	MSツーリスト　恵納誠様				A023495700	東京メディア	3部海外営業1課　山田丈晴様	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-055054.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	台湾		0		宿泊施設,外観,海外		台湾六福萬怡酒店　コートヤード台北　外観	MSツーリスト　恵納誠様				A023495700	東京メディア	3部海外営業1課　山田丈晴様	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054913.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	アメリカ	ナパバレー	0		風景,海外		ケンゾー エステイト ワイナリー　テイスティングルーム	ケンゾーエステイト公式HP				A023495704	東京メディア	2部海外営業3課　江渡明子様	趙蜀寧	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054914.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	カナダ	バンクーバー	0		宿泊施設,外観,海外		フェアモントバンクーバーエアポート　外観	フェアモントホテル公式HP				A023495704	東京メディア	2部海外営業3課　江渡明子様	趙蜀寧	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
HP22-055041.jpg								2022-12-02 00:00:00	2025-12-01 00:00:00		写真		海外	アメリカ		12		料理,冬,海外,料理		IN-N-OUT　インアンドアウト　ハンバーガー　2022-12-01撮影	阪急交通社　小貫進様撮影				A023495706	東京メディア	3部海外営業2課　小貫進課長	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
HP22-055042.jpg								2022-12-02 00:00:00	2025-12-01 00:00:00		写真		海外	アメリカ		12		料理,冬,海外,料理		IN-N-OUT　インアンドアウト　ハンバーガー　2022-12-01撮影	阪急交通社　小貫進様撮影				A023495706	東京メディア	3部海外営業2課　小貫進課長	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054915.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	カナダ		0		海外,物品		アイスバークビール	メープルファンエンタープライズ（株） 飯沼奈保美様				A023495706	東京メディア	3部海外営業2課 小貫進様	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり											
HP22-054994.jpg								2022-12-02 00:00:00	2025-11-25 00:00:00		写真		海外	アラブ首長国連邦	ドバイ	11		風景,秋,海外		ドバイ　砂漠　2022-11-25撮影	阪急交通社　田中沙織様撮影				A023495707	東京メディア	2部海外営業1課　田中沙織様	斉藤翔太	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054899.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	インド		0		料理,海外		インド料理　イメージ	株式会社クオニイツムラーレジャパン 東日本営業部　ワールドワイド営業部　ボラ・ラールシン様				A023495707	東京メディア	3部海外営業1課　吉田幸展様	廣瀬憲佑	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054904.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	ベトナム		0		人物,海外		ル コルト　フランス人シェフ　サカル・フェウン氏	ル　コルト　公式HPより				A023495707	東京メディア	3部海外営業1課　大曽根希美様	野島梓	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054905.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	ベトナム		0		風景,海外		ル コルト　店内	ル　コルト　ご担当者様不明				A023495707	東京メディア	3部海外営業1課　大曽根希美様	野島梓	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054918.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	タイ	バンコク	0		料理,海外		コカレストラン タイスキ	Hankyu Travel International  Singapore Pte.Ltd. 水元 竜様				A023495707	東京メディア	3部海外営業1課 髙田　敏司様	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054919.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	タイ	バンコク	0		料理,海外		コカレストラン タイスキ	Hankyu Travel International  Singapore Pte.Ltd. 水元 竜様				A023495707	東京メディア	3部海外営業1課 髙田　敏司様	上西久人	紙WEB共に使用可能	加工と文字掛け可能	できます				武井尚也	あり							0				
SP22-054897.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	石川県		0		宿泊施設,人物,国内		和倉温泉　加賀屋　スタッフ	加賀屋グループ　東京営業所　増田晴美様				A023636202	東京メディア	国内営業3課1係　宮崎莉奈様	中村淳	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054900.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		海外	スリランカ	キャンディ	0		宿泊施設,食べ物,国内		星野リゾート　リゾナーレ八ヶ岳　八ヶ岳ワインハウス	星野リゾート マーケティンググループ　界マーケティング　橋本詩織様				A023658700	東京メディア	国内営業2課3係　鶴田裕和様	廣瀬憲佑	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054906.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	愛媛県		0		乗物,船体,国内		しまなみクルージング　船体イメージ	株式会社しまなみ　公式HP				A023658700	東京メディア	国内営業2課2係　青木和弘様	野島梓	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054909.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		宿泊施設,客室,国内		ダイワロイネットホテル京都烏丸　客室　スタンダードツイン	ダイワロイネットホテル京都烏丸公式HP				A023658700	東京メディア	国内営業2課2係　亀山紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054910.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		宿泊施設,国内		ダイワロイネットホテル京都烏丸　ロビー	ダイワロイネットホテル京都烏丸公式HP				A023658700	東京メディア	国内営業2課2係　亀山紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054911.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	京都府		0		宿泊施設,外観,国内		ダイワロイネットホテル京都烏丸　外観	ダイワロイネットホテル京都烏丸公式HP				A023658700	東京メディア	国内営業2課2係　亀山紀恵様	野垣壮生	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054992.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		宿泊施設,料理,国内		アートホテル旭川　MINORI　夕食　ビュッフェ　料理一例	アートホテル旭川　公式HP				A023658700	東京メディア	国内営業1課1係　堀井優生様	吉成沙織	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-054993.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	北海道		0		宿泊施設,国内		アートホテル旭川　MINORI　レストラン	アートホテル旭川　公式HP				A023658700	東京メディア	国内営業1課1係　堀井優生様	吉成沙織	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
SP22-055043.jpg								2022-12-02 00:00:00	2025-12-02 00:00:00		写真		国内	福島県		0		街並み,町並み,国内		ブリティッシュヒルズ	ブリティッシュヒルズ　HP				A023658700	東京メディア	国内営業2課1係　川島菜々恵様	唐彧	紙WEB共に使用可能	加工と文字掛け可能	できます				寺澤	あり											
